complaint_id,ward_id,date,category,status,resolution_time_hours
C00562,W02,2026-07-03,noise,closed,40.2
C00563,W02,2026-07-03,sanitation,closed,50.5
C00564,W02,2026-07-03,noise,open,12.5
C00565,W02,2026-07-04,electricity,open,23.9
C00566,W02,2026-07-04,water,open,44.4
C00567,W02,2026-07-04,water,in_progress,31.7
C00568,W02,2026-07-04,sanitation,in_progress,50.6
C00569,W02,2026-07-04,roads,in_progress,40.4
C00570,W02,2026-07-04,sanitation,in_progress,37.0
C00571,W02,2026-07-04,sanitation,closed,47.1
C00572,W02,2026-07-04,public safety,in_progress,37.0
C00573,W02,2026-07-04,noise,in_progress,27.6
C00574,W02,2026-07-04,public safety,open,35.9
C00575,W02,2026-07-04,electricity,open,19.3
C00576,W02,2026-07-04,sanitation,open,34.0
C00577,W02,2026-07-04,electricity,closed,61.6
C00578,W02,2026-07-04,electricity,closed,13.5
C00579,W02,2026-07-05,roads,in_progress,42.4
C00580,W02,2026-07-05,public safety,closed,42.2
C00581,W02,2026-07-05,water,open,58.3
C00582,W02,2026-07-05,electricity,closed,54.5
C00583,W02,2026-07-05,sanitation,closed,24.6
C00584,W02,2026-07-05,roads,in_progress,34.0
C00585,W02,2026-07-05,water,open,27.2
C00586,W02,2026-07-05,water,open,28.1
C00587,W02,2026-07-05,public safety,closed,67.6
C00588,W02,2026-07-05,sanitation,closed,54.4
C00589,W02,2026-07-05,electricity,closed,38.8
C00590,W02,2026-07-05,sanitation,in_progress,18.8
C00591,W02,2026-07-05,water,open,9.1
C00592,W02,2026-07-05,noise,closed,5.3
C00593,W02,2026-07-05,sanitation,in_progress,38.1
C00594,W03,2026-06-08,public safety,closed,18.3
C00595,W03,2026-06-08,public safety,in_progress,17.6
C00596,W03,2026-06-08,roads,open,27.4
C00597,W03,2026-06-08,public safety,open,45.2
C00598,W03,2026-06-08,public safety,in_progress,50.9
C00599,W03,2026-06-08,roads,open,33.1
C00600,W03,2026-06-08,sanitation,closed,37.5
C00601,W03,2026-06-08,noise,open,19.7
C00602,W03,2026-06-08,sanitation,open,44.2
C00603,W03,2026-06-08,noise,closed,27.0
C00604,W03,2026-06-08,water,closed,31.2
C00605,W03,2026-06-09,public safety,open,28.7
C00606,W03,2026-06-09,sanitation,closed,62.2
C00607,W03,2026-06-09,noise,in_progress,44.5
C00608,W03,2026-06-09,water,closed,44.5
C00609,W03,2026-06-09,water,in_progress,30.2
C00610,W03,2026-06-09,public safety,in_progress,42.6
C00611,W03,2026-06-09,noise,closed,34.4
C00612,W03,2026-06-09,water,open,40.8
C00613,W03,2026-06-09,water,closed,43.8
C00614,W03,2026-06-09,noise,in_progress,34.7
C00615,W03,2026-06-09,sanitation,open,29.5
C00616,W03,2026-06-09,water,closed,45.3
C00617,W03,2026-06-09,public safety,in_progress,42.6
C00618,W03,2026-06-10,water,open,30.5
C00619,W03,2026-06-10,electricity,in_progress,4.5
C00620,W03,2026-06-10,noise,closed,68.8
C00621,W03,2026-06-10,sanitation,closed,30.7
C00622,W03,2026-06-10,public safety,in_progress,18.6
C00623,W03,2026-06-10,public safety,open,54.0
C00624,W03,2026-06-10,sanitation,open,47.2
C00625,W03,2026-06-10,water,open,17.8
C00626,W03,2026-06-10,roads,open,36.8
C00627,W03,2026-06-10,noise,in_progress,55.1
C00628,W03,2026-06-10,electricity,open,18.3
C00629,W03,2026-06-10,noise,in_progress,22.1
C00630,W03,2026-06-10,water,open,19.6
C00631,W03,2026-06-10,water,in_progress,27.3
C00632,W03,2026-06-10,public safety,in_progress,35.0
C00633,W03,2026-06-11,public safety,open,21.1
C00634,W03,2026-06-11,electricity,open,35.1
C00635,W03,2026-06-11,noise,in_progress,32.2
C00636,W03,2026-06-11,electricity,in_progress,25.7
C00637,W03,2026-06-11,public safety,in_progress,37.3
C00638,W03,2026-06-11,sanitation,in_progress,42.2
C00639,W03,2026-06-11,roads,closed,29.4
C00640,W03,2026-06-11,public safety,in_progress,37.0
C00641,W03,2026-06-11,public safety,in_progress,30.6
C00642,W03,2026-06-11,noise,in_progress,17.9
C00643,W03,2026-06-11,roads,closed,29.5
C00644,W03,2026-06-11,roads,in_progress,14.0
C00645,W03,2026-06-11,electricity,open,41.8
C00646,W03,2026-06-11,roads,open,41.5
C00647,W03,2026-06-12,electricity,closed,31.9
C00648,W03,2026-06-12,noise,in_progress,40.9
C00649,W03,2026-06-12,electricity,open,18.3
C00650,W03,2026-06-12,sanitation,in_progress,17.2
C00651,W03,2026-06-12,water,closed,48.3
C00652,W03,2026-06-12,water,in_progress,37.4
C00653,W03,2026-06-12,noise,closed,30.1
C00654,W03,2026-06-12,sanitation,in_progress,18.5
C00655,W03,2026-06-12,roads,closed,38.6
C00656,W03,2026-06-12,public safety,closed,50.1
C00657,W03,2026-06-12,water,closed,68.2
C00658,W03,2026-06-12,sanitation,open,23.2
C00659,W03,2026-06-12,roads,in_progress,33.6
C00660,W03,2026-06-13,electricity,in_progress,31.0
C00661,W03,2026-06-13,sanitation,in_progress,46.6
C00662,W03,2026-06-13,noise,open,68.1
C00663,W03,2026-06-13,public safety,in_progress,30.3
C00664,W03,2026-06-13,public safety,open,30.9
C00665,W03,2026-06-13,electricity,closed,46.6
C00666,W03,2026-06-13,public safety,closed,51.9
C00667,W03,2026-06-13,noise,closed,62.0
C00668,W03,2026-06-13,sanitation,open,42.2
C00669,W03,2026-06-13,public safety,closed,34.1
C00670,W03,2026-06-13,electricity,in_progress,44.6
C00671,W03,2026-06-13,electricity,closed,63.8
C00672,W03,2026-06-13,electricity,in_progress,40.6
C00673,W03,2026-06-13,public safety,in_progress,9.8
C00674,W03,2026-06-13,public safety,in_progress,37.7
C00675,W03,2026-06-14,sanitation,open,40.2
C00676,W03,2026-06-14,water,in_progress,25.6
C00677,W03,2026-06-14,electricity,open,35.9
C00678,W03,2026-06-14,noise,closed,17.4
C00679,W03,2026-06-14,noise,in_progress,72.8
C00680,W03,2026-06-14,roads,in_progress,28.4
C00681,W03,2026-06-14,roads,in_progress,34.4
C00682,W03,2026-06-14,sanitation,in_progress,27.7
C00683,W03,2026-06-14,sanitation,in_progress,37.4
C00684,W03,2026-06-14,water,closed,4.0
C00685,W03,2026-06-14,roads,in_progress,52.7
C00686,W03,2026-06-14,electricity,closed,25.9
C00687,W03,2026-06-14,water,closed,56.9
C00688,W03,2026-06-15,water,open,41.0
C00689,W03,2026-06-15,sanitation,in_progress,4.0
C00690,W03,2026-06-15,roads,closed,33.8
C00691,W03,2026-06-15,noise,open,50.5
C00692,W03,2026-06-15,public safety,closed,40.1
C00693,W03,2026-06-15,water,in_progress,8.6
C00694,W03,2026-06-15,water,open,28.8
C00695,W03,2026-06-15,noise,closed,25.5
C00696,W03,2026-06-15,sanitation,in_progress,45.6
C00697,W03,2026-06-16,noise,closed,40.7
C00698,W03,2026-06-16,noise,open,23.4
C00699,W03,2026-06-16,electricity,in_progress,45.0
C00700,W03,2026-06-16,electricity,closed,29.4
C00701,W03,2026-06-16,sanitation,in_progress,30.3
C00702,W03,2026-06-16,noise,in_progress,22.5
C00703,W03,2026-06-16,roads,open,30.3
C00704,W03,2026-06-16,electricity,closed,31.7
C00705,W03,2026-06-16,sanitation,open,37.3
C00706,W03,2026-06-16,public safety,in_progress,40.6
C00707,W03,2026-06-16,roads,closed,19.0
C00708,W03,2026-06-16,electricity,open,25.9
C00709,W03,2026-06-16,roads,in_progress,52.0
C00710,W03,2026-06-16,electricity,closed,45.3
C00711,W03,2026-06-16,electricity,closed,19.3
C00712,W03,2026-06-16,electricity,in_progress,32.0
C00713,W03,2026-06-17,sanitation,in_progress,31.7
C00714,W03,2026-06-17,water,closed,40.9
C00715,W03,2026-06-17,noise,closed,48.7
C00716,W03,2026-06-17,electricity,in_progress,20.8
C00717,W03,2026-06-17,noise,closed,40.0
C00718,W03,2026-06-17,electricity,open,11.3
C00719,W03,2026-06-17,public safety,open,27.6
C00720,W03,2026-06-17,public safety,closed,30.7
C00721,W03,2026-06-17,electricity,in_progress,47.7
C00722,W03,2026-06-17,sanitation,closed,51.9
C00723,W03,2026-06-17,public safety,open,40.5
C00724,W03,2026-06-17,water,open,49.1
C00725,W03,2026-06-18,electricity,closed,39.9
C00726,W03,2026-06-18,water,closed,31.9
C00727,W03,2026-06-18,electricity,open,13.3
C00728,W03,2026-06-18,electricity,in_progress,51.0
C00729,W03,2026-06-18,water,in_progress,34.8
C00730,W03,2026-06-18,roads,in_progress,45.9
C00731,W03,2026-06-18,noise,closed,28.3
C00732,W03,2026-06-18,public safety,closed,21.6
C00733,W03,2026-06-18,electricity,in_progress,18.1
C00734,W03,2026-06-18,roads,open,32.9
C00735,W03,2026-06-18,noise,in_progress,46.6
C00736,W03,2026-06-18,public safety,open,29.1
C00737,W03,2026-06-18,water,in_progress,19.9
C00738,W03,2026-06-19,public safety,in_progress,22.9
C00739,W03,2026-06-19,noise,open,19.3
C00740,W03,2026-06-19,water,in_progress,27.2
C00741,W03,2026-06-19,roads,in_progress,68.7
C00742,W03,2026-06-19,sanitation,in_progress,44.1
C00743,W03,2026-06-19,water,closed,34.4
C00744,W03,2026-06-19,roads,closed,51.0
C00745,W03,2026-06-19,noise,closed,32.5
C00746,W03,2026-06-19,electricity,closed,27.8
C00747,W03,2026-06-20,public safety,closed,29.6
C00748,W03,2026-06-20,roads,closed,35.7
C00749,W03,2026-06-20,noise,closed,41.4
C00750,W03,2026-06-20,water,open,31.8
C00751,W03,2026-06-20,electricity,open,28.1
C00752,W03,2026-06-20,water,closed,61.4
C00753,W03,2026-06-20,water,closed,23.6
C00754,W03,2026-06-20,roads,in_progress,26.3
C00755,W03,2026-06-20,sanitation,closed,53.2
C00756,W03,2026-06-20,electricity,open,13.1
C00757,W03,2026-06-20,sanitation,open,30.1
C00758,W03,2026-06-20,water,open,38.5
C00759,W03,2026-06-20,water,in_progress,33.5
C00760,W03,2026-06-21,noise,open,56.4
C00761,W03,2026-06-21,sanitation,in_progress,28.9
C00762,W03,2026-06-21,noise,in_progress,32.2
C00763,W03,2026-06-21,water,closed,19.3
C00764,W03,2026-06-21,roads,closed,30.6
C00765,W03,2026-06-21,water,in_progress,37.4
C00766,W03,2026-06-21,roads,closed,41.4
C00767,W03,2026-06-21,water,closed,34.6
C00768,W03,2026-06-21,public safety,in_progress,44.0
C00769,W03,2026-06-21,noise,closed,30.8
C00770,W03,2026-06-21,electricity,closed,26.8
C00771,W03,2026-06-21,water,in_progress,29.1
C00772,W03,2026-06-21,public safety,open,34.4
C00773,W03,2026-06-21,roads,open,4.0
C00774,W03,2026-06-21,sanitation,in_progress,39.6
C00775,W03,2026-06-21,water,open,24.6
C00776,W03,2026-06-22,noise,in_progress,19.1
C00777,W03,2026-06-22,noise,closed,26.0
C00778,W03,2026-06-22,noise,closed,36.8
C00779,W03,2026-06-22,water,in_progress,55.7
C00780,W03,2026-06-22,roads,in_progress,22.6
C00781,W03,2026-06-22,public safety,in_progress,5.8
C00782,W03,2026-06-22,public safety,open,13.6
C00783,W03,2026-06-22,noise,closed,9.5
C00784,W03,2026-06-22,roads,open,50.4
C00785,W03,2026-06-22,water,closed,30.8
C00786,W03,2026-06-22,electricity,in_progress,19.7
C00787,W03,2026-06-22,water,closed,43.9
C00788,W03,2026-06-22,public safety,open,36.6
C00789,W03,2026-06-22,electricity,open,13.9
C00790,W03,2026-06-22,electricity,in_progress,21.9
C00791,W03,2026-06-23,electricity,open,51.3
C00792,W03,2026-06-23,electricity,open,41.7
C00793,W03,2026-06-23,electricity,closed,42.3
C00794,W03,2026-06-23,electricity,in_progress,45.1
C00795,W03,2026-06-23,sanitation,closed,40.1
C00796,W03,2026-06-23,sanitation,closed,52.8
C00797,W03,2026-06-23,water,open,18.9
C00798,W03,2026-06-23,water,closed,39.8
C00799,W03,2026-06-23,sanitation,closed,10.3
C00800,W03,2026-06-23,public safety,open,40.9
C00801,W03,2026-06-23,water,in_progress,44.4
C00802,W03,2026-06-23,electricity,open,13.8
C00803,W03,2026-06-23,sanitation,in_progress,32.2
C00804,W03,2026-06-23,sanitation,open,39.2
C00805,W03,2026-06-24,noise,in_progress,33.6
C00806,W03,2026-06-24,roads,open,38.8
C00807,W03,2026-06-24,public safety,in_progress,4.0
C00808,W03,2026-06-24,noise,in_progress,5.4
C00809,W03,2026-06-24,water,in_progress,44.9
C00810,W03,2026-06-24,sanitation,closed,62.8
C00811,W03,2026-06-24,roads,closed,28.6
C00812,W03,2026-06-24,noise,open,42.6
C00813,W03,2026-06-24,electricity,open,50.7
C00814,W03,2026-06-24,public safety,open,47.0
C00815,W03,2026-06-24,noise,in_progress,14.7
C00816,W03,2026-06-24,public safety,closed,18.4
C00817,W03,2026-06-24,roads,open,30.2
C00818,W03,2026-06-24,water,in_progress,40.1
C00819,W03,2026-06-24,public safety,open,42.5
C00820,W03,2026-06-24,sanitation,closed,14.1
C00821,W03,2026-06-24,sanitation,open,46.6
C00822,W03,2026-06-25,sanitation,in_progress,41.2
C00823,W03,2026-06-25,electricity,closed,33.7
C00824,W03,2026-06-25,public safety,open,30.8
C00825,W03,2026-06-25,water,in_progress,36.0
C00826,W03,2026-06-25,sanitation,open,44.8
C00827,W03,2026-06-25,electricity,in_progress,38.1
C00828,W03,2026-06-25,electricity,in_progress,66.0
C00829,W03,2026-06-25,electricity,closed,38.6
C00830,W03,2026-06-25,roads,in_progress,9.4
C00831,W03,2026-06-25,roads,closed,20.7
C00832,W03,2026-06-25,noise,open,33.1
C00833,W03,2026-06-25,electricity,closed,57.4
C00834,W03,2026-06-25,public safety,closed,13.9
C00835,W03,2026-06-25,water,closed,4.0
C00836,W03,2026-06-25,public safety,closed,36.0
C00837,W03,2026-06-26,public safety,in_progress,46.6
C00838,W03,2026-06-26,water,open,32.2
C00839,W03,2026-06-26,electricity,in_progress,43.5
C00840,W03,2026-06-26,roads,open,28.1
C00841,W03,2026-06-26,water,open,55.8
C00842,W03,2026-06-26,electricity,in_progress,52.5
C00843,W03,2026-06-26,roads,in_progress,31.4
C00844,W03,2026-06-26,roads,in_progress,40.8
C00845,W03,2026-06-26,water,in_progress,54.3
C00846,W03,2026-06-26,sanitation,closed,33.6
C00847,W03,2026-06-26,noise,in_progress,26.0
C00848,W03,2026-06-26,public safety,closed,12.3
C00849,W03,2026-06-26,roads,closed,17.8
C00850,W03,2026-06-27,water,open,17.3
C00851,W03,2026-06-27,noise,in_progress,37.4
C00852,W03,2026-06-27,roads,closed,34.3
C00853,W03,2026-06-27,sanitation,closed,51.0
C00854,W03,2026-06-27,roads,closed,35.0
C00855,W03,2026-06-27,electricity,closed,43.8
C00856,W03,2026-06-27,electricity,in_progress,64.8
C00857,W03,2026-06-27,noise,in_progress,15.2
C00858,W03,2026-06-27,noise,in_progress,39.3
C00859,W03,2026-06-27,noise,closed,46.6
C00860,W03,2026-06-27,public safety,in_progress,24.5
C00861,W03,2026-06-27,noise,open,25.0
C00862,W03,2026-06-27,electricity,open,45.5
C00863,W03,2026-06-27,public safety,open,52.7
C00864,W03,2026-06-27,electricity,closed,36.8
C00865,W03,2026-06-28,roads,in_progress,23.5
C00866,W03,2026-06-28,roads,in_progress,25.5
C00867,W03,2026-06-28,electricity,closed,30.5
C00868,W03,2026-06-28,public safety,in_progress,33.8
C00869,W03,2026-06-28,public safety,closed,61.0
C00870,W03,2026-06-28,public safety,in_progress,12.9
C00871,W03,2026-06-28,noise,open,40.5
C00872,W03,2026-06-28,roads,closed,26.4
C00873,W03,2026-06-28,electricity,closed,32.4
C00874,W03,2026-06-28,sanitation,closed,61.5
C00875,W03,2026-06-28,public safety,open,40.7
C00876,W03,2026-06-28,sanitation,in_progress,47.8
C00877,W03,2026-06-28,sanitation,closed,50.0
C00878,W03,2026-06-28,roads,open,38.0
C00879,W03,2026-06-28,sanitation,closed,50.2
C00880,W03,2026-06-29,water,closed,10.2
C00881,W03,2026-06-29,water,open,52.7
C00882,W03,2026-06-29,sanitation,open,35.7
C00883,W03,2026-06-29,electricity,closed,29.0
C00884,W03,2026-06-29,sanitation,closed,73.1
C00885,W03,2026-06-29,public safety,closed,4.9
C00886,W03,2026-06-29,roads,open,49.0
C00887,W03,2026-06-29,sanitation,closed,40.4
C00888,W03,2026-06-29,electricity,in_progress,42.4
C00889,W03,2026-06-29,noise,in_progress,36.6
C00890,W03,2026-06-29,water,in_progress,29.5
C00891,W03,2026-06-29,electricity,open,45.0
C00892,W03,2026-06-30,public safety,open,19.3
C00893,W03,2026-06-30,sanitation,open,12.2
C00894,W03,2026-06-30,water,in_progress,23.6
C00895,W03,2026-06-30,public safety,open,46.1
C00896,W03,2026-06-30,public safety,open,58.5
C00897,W03,2026-06-30,public safety,in_progress,48.4
C00898,W03,2026-06-30,electricity,open,59.8
C00899,W03,2026-06-30,roads,open,15.7
C00900,W03,2026-06-30,public safety,closed,30.7
C00901,W03,2026-06-30,sanitation,closed,35.7
C00902,W03,2026-06-30,noise,closed,31.7
C00903,W03,2026-06-30,noise,open,33.6
C00904,W03,2026-06-30,roads,closed,51.0
C00905,W03,2026-06-30,water,open,55.4
C00906,W03,2026-06-30,noise,open,18.3
C00907,W03,2026-07-01,water,closed,45.0
C00908,W03,2026-07-01,public safety,open,27.4
C00909,W03,2026-07-01,public safety,closed,55.4
C00910,W03,2026-07-01,noise,open,46.0
C00911,W03,2026-07-01,sanitation,in_progress,35.6
C00912,W03,2026-07-01,electricity,closed,40.5
C00913,W03,2026-07-01,electricity,in_progress,47.2
C00914,W03,2026-07-01,public safety,in_progress,32.6
C00915,W03,2026-07-01,water,in_progress,37.4
C00916,W03,2026-07-01,water,in_progress,52.6
C00917,W03,2026-07-01,roads,closed,23.3
C00918,W03,2026-07-01,electricity,in_progress,28.0
C00919,W03,2026-07-01,roads,closed,44.9
C00920,W03,2026-07-01,water,closed,39.9
C00921,W03,2026-07-01,public safety,open,34.2
C00922,W03,2026-07-02,sanitation,open,47.0
C00923,W03,2026-07-02,noise,in_progress,35.4
C00924,W03,2026-07-02,sanitation,open,47.7
C00925,W03,2026-07-02,electricity,closed,42.8
C00926,W03,2026-07-02,electricity,in_progress,39.8
C00927,W03,2026-07-02,electricity,open,38.7
C00928,W03,2026-07-02,electricity,closed,41.0
C00929,W03,2026-07-02,sanitation,in_progress,7.7
C00930,W03,2026-07-02,water,in_progress,39.1
C00931,W03,2026-07-02,electricity,open,12.9
C00932,W03,2026-07-02,electricity,closed,41.6
C00933,W03,2026-07-02,roads,in_progress,47.0
C00934,W03,2026-07-02,noise,in_progress,29.9
C00935,W03,2026-07-02,water,in_progress,35.2
C00936,W03,2026-07-03,sanitation,in_progress,42.7
C00937,W03,2026-07-03,noise,open,32.0
C00938,W03,2026-07-03,electricity,open,18.9
C00939,W03,2026-07-03,water,open,36.1
C00940,W03,2026-07-03,water,in_progress,36.2
C00941,W03,2026-07-03,electricity,in_progress,39.2
C00942,W03,2026-07-03,noise,in_progress,23.2
C00943,W03,2026-07-03,public safety,closed,43.1
C00944,W03,2026-07-03,public safety,open,44.3
C00945,W03,2026-07-03,water,in_progress,41.2
C00946,W03,2026-07-03,noise,in_progress,47.7
C00947,W03,2026-07-03,public safety,closed,10.4
C00948,W03,2026-07-03,roads,in_progress,7.8
C00949,W03,2026-07-03,water,in_progress,40.7
C00950,W03,2026-07-04,sanitation,closed,49.9
C00951,W03,2026-07-04,roads,closed,80.7
C00952,W03,2026-07-04,electricity,open,49.9
C00953,W03,2026-07-04,public safety,open,30.5
C00954,W03,2026-07-04,water,in_progress,37.6
C00955,W03,2026-07-04,water,closed,30.4
C00956,W03,2026-07-04,water,open,28.0
C00957,W03,2026-07-04,public safety,open,27.3
C00958,W03,2026-07-04,public safety,in_progress,36.3
C00959,W03,2026-07-04,electricity,in_progress,29.7
C00960,W03,2026-07-04,electricity,in_progress,4.0
C00961,W03,2026-07-04,public safety,in_progress,28.2
C00962,W03,2026-07-04,electricity,open,38.3
C00963,W03,2026-07-04,electricity,closed,22.2
C00964,W03,2026-07-05,roads,closed,30.5
C00965,W03,2026-07-05,public safety,in_progress,44.7
C00966,W03,2026-07-05,electricity,closed,51.7
C00967,W03,2026-07-05,public safety,closed,16.1
C00968,W03,2026-07-05,water,open,48.8
C00969,W03,2026-07-05,sanitation,open,34.1
C00970,W03,2026-07-05,electricity,closed,51.7
C00971,W03,2026-07-05,electricity,closed,21.5
C00972,W03,2026-07-05,water,in_progress,28.1
C00973,W03,2026-07-05,public safety,closed,32.1
C00974,W03,2026-07-05,sanitation,in_progress,27.6
C00975,W03,2026-07-05,sanitation,in_progress,4.1
C00976,W03,2026-07-05,sanitation,closed,53.0
C00977,W03,2026-07-05,roads,in_progress,29.1
C00978,W03,2026-07-05,roads,closed,49.3
C00979,W03,2026-07-05,water,in_progress,20.1
C00980,W04,2026-06-08,public safety,in_progress,30.0
C00981,W04,2026-06-08,public safety,open,45.7
C00982,W04,2026-06-08,sanitation,in_progress,22.4
C00983,W04,2026-06-08,roads,closed,18.1
C00984,W04,2026-06-08,roads,closed,38.8
C00985,W04,2026-06-08,electricity,in_progress,42.4
C00986,W04,2026-06-08,water,open,40.8
C00987,W04,2026-06-08,roads,closed,16.1
C00988,W04,2026-06-08,public safety,in_progress,16.9
C00989,W04,2026-06-08,roads,in_progress,49.0
C00990,W04,2026-06-08,electricity,in_progress,18.3
C00991,W04,2026-06-08,roads,in_progress,49.1
C00992,W04,2026-06-08,public safety,open,12.8
C00993,W04,2026-06-08,electricity,open,23.3
C00994,W04,2026-06-08,noise,in_progress,37.2
C00995,W04,2026-06-09,public safety,in_progress,15.3
C00996,W04,2026-06-09,electricity,in_progress,31.5
C00997,W04,2026-06-09,electricity,in_progress,23.9
C00998,W04,2026-06-09,water,closed,28.3
C00999,W04,2026-06-09,roads,closed,31.8
C01000,W04,2026-06-09,electricity,closed,23.7
C01001,W04,2026-06-09,sanitation,closed,39.7
C01002,W04,2026-06-09,noise,open,40.2
C01003,W04,2026-06-09,roads,in_progress,29.2
C01004,W04,2026-06-09,water,closed,19.3
C01005,W04,2026-06-09,roads,closed,28.3
C01006,W04,2026-06-09,public safety,closed,41.0
C01007,W04,2026-06-09,public safety,closed,42.8
C01008,W04,2026-06-09,roads,in_progress,31.4
C01009,W04,2026-06-09,noise,open,45.4
C01010,W04,2026-06-09,electricity,open,59.8
C01011,W04,2026-06-10,water,open,9.2
C01012,W04,2026-06-10,roads,in_progress,51.2
C01013,W04,2026-06-10,water,in_progress,31.3
C01014,W04,2026-06-10,public safety,in_progress,11.9
C01015,W04,2026-06-10,water,open,48.5
C01016,W04,2026-06-10,sanitation,closed,58.2
C01017,W04,2026-06-10,noise,open,39.6
C01018,W04,2026-06-10,noise,open,26.7
C01019,W04,2026-06-10,water,closed,33.0
C01020,W04,2026-06-10,public safety,in_progress,28.5
C01021,W04,2026-06-10,sanitation,in_progress,32.9
C01022,W04,2026-06-10,electricity,in_progress,12.3
C01023,W04,2026-06-10,public safety,in_progress,28.9
C01024,W04,2026-06-10,electricity,open,41.5
C01025,W04,2026-06-10,public safety,open,34.6
C01026,W04,2026-06-10,noise,open,22.7
C01027,W04,2026-06-10,sanitation,in_progress,39.0
C01028,W04,2026-06-10,sanitation,open,40.7
C01029,W04,2026-06-10,public safety,in_progress,57.2
C01030,W04,2026-06-11,water,open,20.3
C01031,W04,2026-06-11,electricity,open,40.6
C01032,W04,2026-06-11,sanitation,closed,10.0
C01033,W04,2026-06-11,noise,closed,31.6
C01034,W04,2026-06-11,noise,closed,52.1
C01035,W04,2026-06-11,noise,in_progress,4.0
C01036,W04,2026-06-11,electricity,closed,19.8
C01037,W04,2026-06-11,sanitation,open,58.9
C01038,W04,2026-06-11,sanitation,in_progress,29.3
C01039,W04,2026-06-11,public safety,open,32.8
C01040,W04,2026-06-11,roads,closed,27.9
C01041,W04,2026-06-11,noise,open,36.5
C01042,W04,2026-06-11,water,open,14.0
C01043,W04,2026-06-11,electricity,closed,33.3
C01044,W04,2026-06-11,water,open,49.4
C01045,W04,2026-06-11,public safety,open,15.9
C01046,W04,2026-06-11,public safety,in_progress,48.4
C01047,W04,2026-06-11,water,in_progress,34.5
C01048,W04,2026-06-12,public safety,open,33.1
C01049,W04,2026-06-12,public safety,closed,19.6
C01050,W04,2026-06-12,noise,open,39.0
C01051,W04,2026-06-12,water,open,21.5
C01052,W04,2026-06-12,water,in_progress,29.9
C01053,W04,2026-06-12,electricity,closed,45.3
C01054,W04,2026-06-12,roads,closed,49.8
C01055,W04,2026-06-12,public safety,open,15.3
C01056,W04,2026-06-12,sanitation,open,16.3
C01057,W04,2026-06-12,sanitation,open,16.0
C01058,W04,2026-06-12,roads,in_progress,4.0
C01059,W04,2026-06-12,water,open,46.7
C01060,W04,2026-06-12,public safety,open,43.8
C01061,W04,2026-06-12,noise,open,27.0
C01062,W04,2026-06-12,public safety,in_progress,35.0
C01063,W04,2026-06-12,public safety,open,48.5
C01064,W04,2026-06-13,public safety,closed,41.3
C01065,W04,2026-06-13,roads,in_progress,22.8
C01066,W04,2026-06-13,sanitation,open,16.9
C01067,W04,2026-06-13,water,open,41.7
C01068,W04,2026-06-13,public safety,in_progress,42.4
C01069,W04,2026-06-13,sanitation,open,26.3
C01070,W04,2026-06-13,water,closed,10.7
C01071,W04,2026-06-13,roads,in_progress,47.4
C01072,W04,2026-06-13,public safety,open,40.9
C01073,W04,2026-06-13,sanitation,in_progress,27.1
C01074,W04,2026-06-13,water,open,43.7
C01075,W04,2026-06-13,public safety,closed,45.7
C01076,W04,2026-06-13,sanitation,closed,48.5
C01077,W04,2026-06-13,public safety,open,14.2
C01078,W04,2026-06-13,public safety,closed,43.2
C01079,W04,2026-06-13,roads,in_progress,23.7
C01080,W04,2026-06-13,roads,open,24.9
C01081,W04,2026-06-13,sanitation,open,35.3
C01082,W04,2026-06-13,water,in_progress,16.3
C01083,W04,2026-06-13,water,in_progress,37.7
C01084,W04,2026-06-14,public safety,open,35.2
C01085,W04,2026-06-14,public safety,closed,54.0
C01086,W04,2026-06-14,noise,closed,61.7
C01087,W04,2026-06-14,noise,open,39.6
C01088,W04,2026-06-14,electricity,closed,11.8
C01089,W04,2026-06-14,noise,closed,33.6
C01090,W04,2026-06-14,sanitation,open,28.2
C01091,W04,2026-06-14,water,closed,35.2
C01092,W04,2026-06-14,electricity,open,4.0
C01093,W04,2026-06-14,noise,in_progress,28.2
C01094,W04,2026-06-14,roads,in_progress,46.6
C01095,W04,2026-06-14,noise,closed,21.1
C01096,W04,2026-06-14,public safety,open,37.8
C01097,W04,2026-06-14,sanitation,open,4.0
C01098,W04,2026-06-14,electricity,open,44.7
C01099,W04,2026-06-15,sanitation,in_progress,15.3
C01100,W04,2026-06-15,electricity,in_progress,34.2
C01101,W04,2026-06-15,water,closed,18.6
C01102,W04,2026-06-15,electricity,closed,46.5
C01103,W04,2026-06-15,roads,in_progress,39.9
C01104,W04,2026-06-15,roads,open,37.8
C01105,W04,2026-06-15,electricity,in_progress,19.6
C01106,W04,2026-06-15,public safety,closed,47.6
C01107,W04,2026-06-15,public safety,open,29.5
C01108,W04,2026-06-15,roads,open,49.0
C01109,W04,2026-06-15,roads,open,41.2
C01110,W04,2026-06-15,electricity,closed,31.8
C01111,W04,2026-06-15,sanitation,in_progress,24.7
C01112,W04,2026-06-15,roads,open,17.3
C01113,W04,2026-06-15,sanitation,closed,36.4
C01114,W04,2026-06-15,water,in_progress,36.6
C01115,W04,2026-06-15,electricity,closed,39.6
C01116,W04,2026-06-15,roads,in_progress,13.1
C01117,W04,2026-06-16,noise,closed,52.5
C01118,W04,2026-06-16,sanitation,open,27.5
C01119,W04,2026-06-16,electricity,open,47.8
C01120,W04,2026-06-16,noise,closed,54.4
C01121,W04,2026-06-16,water,in_progress,31.9
